name,distance,stellar_magnitude,planet_type,discovery_year,mass_multiplier,mass_wrt,radius_multiplier,radius_wrt,orbital_radius,orbital_period,eccentricity,detection_method
Kepler-1898 b,1177.0,13.387,Terrestrial,2021,0.76,Earth,0.934,Earth,0.0522,0.013141684,0.0,Transit
Kepler-1899 b,2321.0,16.136,Super Earth,2021,3.02,Earth,1.551,Earth,0.0457,0.011225188,0.0,Transit
Kepler-189 b,1930.0,14.971,Super Earth,2014,1.92,Earth,1.21,Earth,0.088,0.028473647,0.0,Transit
Kepler-18 b,1413.0,13.771,Super Earth,2011,6.9,Earth,2.0,Earth,0.0447,0.009582478,0.0,Transit
Kepler-18 d,1413.0,13.771,Neptune-like,2011,16.4,Earth,0.623,Jupiter,0.1172,0.040793974,0.0,Transit
Kepler-1900 b,5025.0,15.502,Super Earth,2021,3.27,Earth,1.623,Earth,0.042,0.008213553,0.0,Transit
Kepler-1901 b,3355.0,15.097,Super Earth,2021,2.77,Earth,1.474,Earth,0.0453,0.009582478,0.0,Transit
Kepler-1902 b,1123.0,16.113,Super Earth,2021,1.74,Earth,1.176,Earth,0.0385,0.010403832,0.0,Transit
Kepler-1903 b,5791.0,15.456,Neptune-like,2021,5.85,Earth,0.204,Jupiter,0.1321,0.04681725,0.0,Transit
Kepler-1904 b,884.0,16.367,Super Earth,2021,2.51,Earth,1.39,Earth,0.0436,0.012594113,0.0,Transit
Kepler-1905 b,3430.0,15.086,Super Earth,2021,2.69,Earth,1.446,Earth,0.0451,0.009308693,0.0,Transit
Kepler-1906 b,4438.0,15.322,Neptune-like,2021,8.13,Earth,0.248,Jupiter,0.0738,0.020260096,0.0,Transit
Kepler-1907 b,953.0,13.989,Terrestrial,2021,0.589,Earth,0.87,Earth,0.0565,0.015605749,0.0,Transit
Kepler-1907 c,953.0,13.989,Super Earth,2021,1.63,Earth,1.155,Earth,0.1076,0.040793974,0.0,Transit
Kepler-1909 b,2491.0,15.933,Super Earth,2021,1.33,Earth,1.092,Earth,0.0306,0.006570842,0.0,Transit
Kepler-190 b,1414.0,14.336,Super Earth,2014,3.05,Earth,1.56,Earth,0.03,0.0054757018,0.0,Transit
Kepler-190 c,1414.0,14.336,Super Earth,2014,2.73,Earth,1.46,Earth,0.045,0.010403832,0.0,Transit
Kepler-1911 b,880.0,12.245,Super Earth,2021,1.01,Earth,1.011,Earth,0.0636,0.016427105,0.0,Transit
Kepler-1912 b,969.0,12.36,Super Earth,2021,2.41,Earth,1.357,Earth,0.0646,0.01670089,0.0,Transit
Kepler-1913 b,2858.0,14.814,Super Earth,2021,2.92,Earth,1.519,Earth,0.1209,0.03887748,0.0,Transit
Kepler-1914 b,5290.0,15.911,Neptune-like,2021,8.97,Earth,0.263,Jupiter,0.1954,0.084325805,0.0,Transit
Kepler-1915 b,4941.0,16.261,Neptune-like,2021,10.4,Earth,0.287,Jupiter,0.114,0.03778234,0.0,Transit
Kepler-1917 b,2965.0,15.474,Super Earth,2021,4.23,Earth,1.89,Earth,0.103,0.035318274,0.0,Transit
Kepler-1919 b,3841.0,16.161,Neptune-like,2021,7.38,Earth,0.234,Jupiter,0.2107,0.10376455,0.0,Transit
Kepler-191 b,1939.0,14.987,Super Earth,2014,2.36,Earth,1.34,Earth,0.087,0.027104722,0.0,Transit
Kepler-191 c,1939.0,14.987,Super Earth,2014,4.12,Earth,1.86,Earth,0.128,0.048459962,0.0,Transit
Kepler-191 d,1939.0,14.987,Neptune-like,2016,5.82,Earth,0.203,Jupiter,0.0599,0.01615332,0.0,Transit
Kepler-1920 b,2890.0,14.392,Neptune-like,2021,9.03,Earth,0.264,Jupiter,0.2043,0.08295688,0.0,Transit
Kepler-1921 b,3030.0,13.103,Neptune-like,2021,8.72,Earth,0.258,Jupiter,0.1557,0.054757014,0.0,Transit
Kepler-1922 b,4385.0,15.388,Neptune-like,2021,5.86,Earth,0.204,Jupiter,0.1077,0.03613963,0.0,Transit
Kepler-1924 b,6233.0,15.084,Neptune-like,2021,7.53,Earth,0.237,Jupiter,0.1216,0.041889116,0.0,Transit
Kepler-192 b,2126.0,14.308,Neptune-like,2014,7.95,Earth,0.244,Jupiter,0.09,0.027104722,0.0,Transit
Kepler-192 c,2126.0,14.308,Neptune-like,2014,8.2,Earth,0.249,Jupiter,0.15,0.05804244,0.0,Transit
Kepler-192 d,2126.0,14.308,Super Earth,2016,1.04,Earth,1.02,Earth,0.0668,0.01779603,0.0,Transit
Kepler-1930 b,899.0,13.447,Super Earth,2021,2.95,Earth,1.53,Earth,0.1025,0.03559206,0.0,Transit
Kepler-1931 b,2023.0,12.671,Neptune-like,2021,7.53,Earth,0.237,Jupiter,0.2356,0.10568104,0.0,Transit
Kepler-1932 b,2328.0,15.286,Super Earth,2021,2.91,Earth,1.515,Earth,0.0123,0.0013689254,0.0,Transit
Kepler-1933 b,1070.0,12.81,Super Earth,2021,1.76,Earth,1.18,Earth,0.0561,0.013415469,0.0,Transit
Kepler-1934 b,1398.0,12.874,Terrestrial,2021,0.702,Earth,0.913,Earth,0.0245,0.003832991,0.0,Transit
Kepler-1935 b,2951.0,14.522,Neptune-like,2021,6.82,Earth,0.223,Jupiter,0.0463,0.0109514035,0.0,Transit
Kepler-1937 b,2952.0,14.163,Neptune-like,2021,9.39,Earth,0.27,Jupiter,0.0943,0.026557151,0.0,Transit
Kepler-1938 b,1374.0,15.246,Super Earth,2021,4.0,Earth,1.828,Earth,0.0938,0.035865847,0.0,Transit
Kepler-1939 b,619.0,13.622,Super Earth,2021,1.68,Earth,1.165,Earth,0.0334,0.007665982,0.0,Transit
Kepler-193 b,3292.0,14.712,Neptune-like,2014,6.3,Earth,0.213,Jupiter,0.106,0.031211497,0.0,Transit
Kepler-1940 b,2605.0,15.674,Super Earth,2021,3.01,Earth,1.547,Earth,0.0525,0.0136892535,0.0,Transit
Kepler-1941 b,4875.0,14.943,Neptune-like,2021,7.51,Earth,0.236,Jupiter,0.2054,0.08569473,0.0,Transit
Kepler-1942 b,2748.0,14.91,Neptune-like,2021,5.13,Earth,2.117,Earth,0.0516,0.012594113,0.0,Transit
Kepler-1943 b,3277.0,13.868,Super Earth,2021,3.02,Earth,1.549,Earth,0.0571,0.013415469,0.0,Transit
Kepler-1944 b,3511.0,15.582,Neptune-like,2021,8.05,Earth,0.246,Jupiter,0.0918,0.026830938,0.0,Transit
Kepler-1946 b,3269.0,15.508,Neptune-like,2021,6.75,Earth,0.222,Jupiter,0.0394,0.008213553,0.0,Transit
Kepler-1947 b,1529.0,12.973,Super Earth,2021,1.01,Earth,1.01,Earth,0.0711,0.019164955,0.0,Transit
Kepler-1948 b,633.0,14.569,Super Earth,2021,1.09,Earth,1.033,Earth,0.1022,0.042710472,0.0,Transit
Kepler-194 b,3582.0,14.969,Super Earth,2014,2.89,Earth,1.51,Earth,0.032,0.0057494864,0.0,Transit
Kepler-194 c,3582.0,14.969,Neptune-like,2014,7.22,Earth,0.231,Jupiter,0.131,0.047364816,0.0,Transit
Kepler-1950 b,2274.0,14.845,Super Earth,2021,2.95,Earth,1.527,Earth,0.0871,0.02956879,0.0,Transit
Kepler-1951 b,4167.0,14.367,Neptune-like,2021,6.0,Earth,0.207,Jupiter,0.1435,0.056673512,0.0,Transit
Kepler-1952 b,2779.0,13.828,Super Earth,2021,2.07,Earth,1.239,Earth,0.1724,0.074469544,0.0,Transit
Kepler-1953 b,1976.0,15.936,Super Earth,2021,2.2,Earth,1.286,Earth,0.0607,0.016974675,0.0,Transit
Kepler-1954 b,4481.0,15.875,Super Earth,2021,3.9,Earth,1.802,Earth,0.0625,0.01615332,0.0,Transit
Kepler-1955 b,1466.0,12.609,Super Earth,2021,1.69,Earth,1.167,Earth,0.117,0.039151266,0.0,Transit
Kepler-1956 b,1176.0,15.989,Super Earth,2021,1.32,Earth,1.089,Earth,0.0563,0.01615332,0.0,Transit
Kepler-1957 b,1503.0,15.13,Terrestrial,2021,0.79,Earth,0.944,Earth,0.0299,0.006023272,0.0,Transit
Kepler-1958 b,4307.0,15.486,Super Earth,2021,4.86,Earth,2.051,Earth,0.0856,0.025462013,0.0,Transit
Kepler-1959 b,1563.0,14.797,Super Earth,2021,1.57,Earth,1.143,Earth,0.0617,0.017522246,0.0,Transit
Kepler-195 b,2127.0,14.863,Super Earth,2014,4.78,Earth,2.03,Earth,0.077,0.022724163,0.0,Transit
Kepler-195 c,2127.0,14.863,Super Earth,2014,3.02,Earth,1.55,Earth,0.197,0.09336071,0.0,Transit
Kepler-1960 b,4983.0,15.181,Super Earth,2021,2.26,Earth,1.307,Earth,0.0354,0.0062970566,0.0,Transit
Kepler-1961 b,3400.0,15.809,Super Earth,2021,3.25,Earth,1.619,Earth,0.0588,0.015331964,0.0,Transit
Kepler-1962 b,2828.0,15.146,Super Earth,2021,1.95,Earth,1.215,Earth,0.0783,0.021902807,0.0,Transit
Kepler-1963 b,1608.0,14.054,Terrestrial,2021,0.337,Earth,0.744,Earth,0.0298,0.0054757018,0.0,Transit
Kepler-1966 b,1581.0,15.222,Super Earth,2021,1.39,Earth,1.105,Earth,0.0763,0.023545519,0.0,Transit
Kepler-1967 b,813.0,13.519,Terrestrial,2021,0.315,Earth,0.73,Earth,0.0735,0.019986311,0.0,Transit
Kepler-1968 b,2450.0,16.303,Super Earth,2021,2.86,Earth,1.5,Earth,0.0696,0.019986311,0.0,Transit
Kepler-1969 b,3929.0,15.851,Super Earth,2021,3.47,Earth,1.682,Earth,0.0717,0.018069815,0.0,Transit
Kepler-196 b,1472.0,14.239,Super Earth,2014,4.27,Earth,1.9,Earth,0.138,0.056673512,0.0,Transit
Kepler-198 b,1616.0,13.684,Neptune-like,2014,8.35,Earth,0.252,Jupiter,0.131,0.04873374,0.0,Transit
Kepler-198 d,1616.0,13.684,Super Earth,2016,2.96,Earth,1.53,Earth,0.0229,0.003559206,0.0,Transit
Kepler-199 b,1700.0,13.796,Neptune-like,2014,9.85,Earth,0.277,Jupiter,0.158,0.06461328,0.0,Transit
Kepler-200 b,2172.0,13.932,Neptune-like,2014,5.18,Earth,2.13,Earth,0.08,0.023545519,0.0,Transit
Kepler-200 c,2172.0,13.932,Super Earth,2014,3.15,Earth,1.59,Earth,0.09,0.027926078,0.0,Transit
Kepler-201 b,2076.0,12.991,Neptune-like,2014,6.62,Earth,0.219,Jupiter,0.175,0.07036277,0.0,Transit
Kepler-202 b,930.0,14.178,Super Earth,2014,3.29,Earth,1.63,Earth,0.045,0.011225188,0.0,Transit
Kepler-202 c,930.0,14.178,Super Earth,2014,4.08,Earth,1.85,Earth,0.113,0.044626966,0.0,Transit
Kepler-203 b,2294.0,14.14,Neptune-like,2014,7.13,Earth,0.229,Jupiter,0.043,0.008761123,0.0,Transit
Kepler-203 c,2294.0,14.14,Super Earth,2014,2.36,Jupiter,0.22,Jupiter,0.061,0.014784395,0.0,Transit
Kepler-204 b,2240.0,13.977,Neptune-like,2014,6.94,Earth,0.226,Jupiter,0.117,0.03942505,0.0,Transit
Kepler-204 c,2240.0,13.977,Super Earth,2014,3.86,Earth,1.79,Earth,0.173,0.07036277,0.0,Transit
Kepler-205 b,521.0,13.779,Super Earth,2014,2.89,Earth,1.51,Earth,0.032,0.007665982,0.0,Transit
Kepler-205 c,521.0,13.779,Super Earth,2014,3.33,Earth,1.64,Earth,0.122,0.05557837,0.0,Transit
Kepler-206 b,1939.0,13.507,Super Earth,2014,1.87,Earth,1.2,Earth,0.078,0.021355236,0.0,Transit
Kepler-206 c,1939.0,13.507,Super Earth,2014,3.78,Earth,1.77,Earth,0.111,0.035865847,0.0,Transit
Kepler-206 d,1939.0,13.507,Super Earth,2014,1.81,Earth,1.19,Earth,0.163,0.06406571,0.0,Transit
Kepler-207 b,2856.0,13.164,Super Earth,2014,3.09,Earth,1.57,Earth,0.029,0.0043805614,0.0,Transit
Kepler-207 c,2856.0,13.164,Super Earth,2014,2.86,Earth,1.5,Earth,0.044,0.008487337,0.0,Transit
Kepler-207 d,2856.0,13.164,Neptune-like,2014,11.0,Earth,0.295,Jupiter,0.068,0.01615332,0.0,Transit
Kepler-208 b,2529.0,13.561,Super Earth,2014,3.29,Earth,1.63,Earth,0.054,0.011498973,0.0,Transit
Kepler-208 c,2529.0,13.561,Super Earth,2014,2.51,Earth,1.39,Earth,0.079,0.02053388,0.0,Transit
Kepler-208 d,2529.0,13.561,Super Earth,2014,1.87,Earth,1.2,Earth,0.103,0.030390145,0.0,Transit
Kepler-208 e,2529.0,13.561,Super Earth,2014,2.79,Earth,1.48,Earth,0.132,0.044626966,0.0,Transit
Kepler-209 b,1882.0,14.132,Neptune-like,2014,5.73,Earth,0.202,Jupiter,0.122,0.044079397,0.0,Transit
Kepler-20 e,922.0,12.61,Terrestrial,2011,3.08,Earth,0.865,Earth,0.0639,0.01670089,0.0,Transit
Kepler-20 f,922.0,12.61,Super Earth,2011,14.3,Earth,1.003,Earth,0.1396,0.053661875,0.0,Transit
Kepler-210 b,759.0,14.126,Neptune-like,2014,8.96,Earth,0.262,Jupiter,0.032,0.0068446267,0.0,Transit
Kepler-210 c,759.0,14.126,Neptune-like,2014,12.8,Earth,0.323,Jupiter,0.07,0.021902807,0.0,Transit
Kepler-211 b,1009.0,13.448,Super Earth,2014,2.13,Earth,1.26,Earth,0.048,0.011225188,0.0,Transit
Kepler-212 b,2242.0,13.129,Super Earth,2014,1.32,Earth,1.09,Earth,0.133,0.044626966,0.0,Transit
Kepler-212 c,2242.0,13.129,Neptune-like,2014,7.95,Earth,0.244,Jupiter,0.207,0.087063655,0.0,Transit
Kepler-213 b,2071.0,13.705,Super Earth,2014,3.26,Earth,1.62,Earth,0.036,0.0068446267,0.0,Transit
Kepler-213 c,2071.0,13.705,Neptune-like,2014,6.08,Earth,0.209,Jupiter,0.057,0.013141684,0.0,Transit
Kepler-214 b,3942.0,14.057,Neptune-like,2014,7.32,Earth,0.233,Jupiter,0.13,0.04298426,0.0,Transit
Kepler-214 c,3942.0,14.057,Neptune-like,2014,5.18,Earth,2.13,Earth,0.194,0.0788501,0.0,Transit
Kepler-215 b,1585.0,13.678,Super Earth,2014,3.26,Earth,1.62,Earth,0.084,0.025735795,0.0,Transit
Kepler-215 c,1585.0,13.678,Super Earth,2014,3.78,Earth,1.77,Earth,0.113,0.040246405,0.0,Transit
Kepler-216 b,3874.0,14.054,Neptune-like,2014,6.12,Earth,0.21,Jupiter,0.079,0.021081451,0.0,Transit
Kepler-216 c,3874.0,14.054,Neptune-like,2014,9.48,Earth,0.271,Jupiter,0.136,0.047638603,0.0,Transit
Kepler-217 b,3603.0,13.155,Neptune-like,2014,5.6,Earth,2.23,Earth,0.065,0.014784395,0.0,Transit
Kepler-217 c,3603.0,13.155,Super Earth,2014,4.08,Earth,1.85,Earth,0.089,0.023545519,0.0,Transit
Kepler-217 d,3603.0,13.155,Super Earth,2016,2.3,Earth,1.32,Earth,0.0505,0.010677618,0.0,Transit
Kepler-218 b,2141.0,14.035,Super Earth,2014,2.79,Earth,1.48,Earth,0.046,0.009856262,0.0,Transit
Kepler-219 b,2567.0,13.823,Neptune-like,2014,9.01,Earth,0.263,Jupiter,0.057,0.012594113,0.0,Transit
Kepler-219 c,2567.0,13.823,Neptune-like,2014,12.5,Earth,0.319,Jupiter,0.165,0.062149215,0.0,Transit
Kepler-220 b,558.0,13.049,Terrestrial,2014,0.457,Earth,0.81,Earth,0.046,0.011498973,0.0,Transit
Kepler-220 c,558.0,13.049,Super Earth,2014,3.09,Earth,1.57,Earth,0.076,0.024640657,0.0,Transit
Kepler-220 d,558.0,13.049,Terrestrial,2014,0.904,Earth,0.98,Earth,0.163,0.07693361,0.0,Transit
Kepler-221 b,1257.0,13.97,Super Earth,2014,3.57,Earth,1.71,Earth,0.037,0.007665982,0.0,Transit
Kepler-221 c,1257.0,13.97,Super Earth,2014,15.1,Earth,0.261,Jupiter,0.059,0.015605749,0.0,Transit
Kepler-221 d,1257.0,13.97,Neptune-like,2014,7.9,Earth,0.244,Jupiter,0.087,0.027378507,0.0,Transit
Kepler-221 e,1257.0,13.97,Neptune-like,2014,7.41,Earth,0.235,Jupiter,0.13,0.050376453,0.0,Transit
Kepler-222 b,2475.0,15.407,Neptune-like,2014,10.1,Earth,0.282,Jupiter,0.048,0.010677618,0.0,Transit
Kepler-222 d,2475.0,15.407,Neptune-like,2014,13.2,Earth,0.329,Jupiter,0.18,0.07693361,0.0,Transit
Kepler-224 b,2551.0,15.801,Super Earth,2014,2.51,Earth,1.39,Earth,0.038,0.008487337,0.0,Transit
Kepler-224 c,2551.0,15.801,Neptune-like,2014,9.91,Earth,0.278,Jupiter,0.058,0.01615332,0.0,Transit
Kepler-224 d,2551.0,15.801,Neptune-like,2014,5.9,Earth,0.205,Jupiter,0.089,0.030937715,0.0,Transit
Kepler-224 e,2551.0,15.801,Super Earth,2014,4.54,Earth,1.97,Earth,0.124,0.050924025,0.0,Transit
Kepler-225 b,1830.0,16.294,Super Earth,2014,1.87,Earth,1.2,Earth,0.056,0.0183436,0.0,Transit
Kepler-225 c,1830.0,16.294,Super Earth,2014,4.04,Earth,1.84,Earth,0.111,0.05147159,0.0,Transit
Kepler-226 c,3197.0,15.563,Super Earth,2014,0.142,Jupiter,0.203,Jupiter,0.058,0.01451061,0.0,Transit
Kepler-226 d,3197.0,15.563,Super Earth,2014,1.98,Earth,1.22,Earth,0.076,0.022176592,0.0,Transit
Kepler-227 b,3533.0,15.623,Neptune-like,2014,9.85,Earth,0.277,Jupiter,0.09,0.026009582,0.0,Transit
Kepler-228 b,5365.0,15.902,Super Earth,2014,2.96,Earth,1.53,Earth,0.038,0.007118412,0.0,Transit
Kepler-228 c,5365.0,15.902,Neptune-like,2014,7.75,Earth,0.241,Jupiter,0.052,0.011225188,0.0,Transit
Kepler-228 d,5365.0,15.902,Neptune-like,2014,15.4,Earth,0.36,Jupiter,0.101,0.030390145,0.0,Transit
Kepler-229 b,2695.0,16.22,Neptune-like,2014,5.48,Earth,2.2,Earth,0.062,0.017248461,0.0,Transit
Kepler-230 b,2416.0,15.264,Neptune-like,2014,16.8,Earth,0.38,Jupiter,0.191,0.08925393,0.0,Transit
Kepler-232 b,4401.0,15.565,Neptune-like,2014,9.69,Earth,0.275,Jupiter,0.054,0.012046544,0.0,Transit
Kepler-232 c,4401.0,15.565,Neptune-like,2014,14.0,Earth,0.342,Jupiter,0.101,0.031211497,0.0,Transit
Kepler-233 b,2794.0,15.477,Neptune-like,2014,6.48,Earth,0.217,Jupiter,0.077,0.023271732,0.0,Transit
Kepler-234 b,5653.0,15.747,Neptune-like,2014,13.2,Earth,0.33,Jupiter,0.04,0.0073921974,0.0,Transit
Kepler-234 c,5653.0,15.747,Neptune-like,2014,12.1,Earth,0.313,Jupiter,0.077,0.019712524,0.0,Transit
Kepler-235 b,1396.0,16.567,Neptune-like,2014,5.6,Earth,2.23,Earth,0.037,0.009034907,0.0,Transit
Kepler-235 c,1396.0,16.567,Super Earth,2014,2.18,Earth,1.28,Earth,0.065,0.021355236,0.0,Transit
Kepler-235 d,1396.0,16.567,Super Earth,2014,4.86,Earth,2.05,Earth,0.122,0.0550308,0.0,Transit
Kepler-236 b,942.0,16.014,Super Earth,2014,3.09,Earth,1.57,Earth,0.065,0.022724163,0.0,Transit
Kepler-236 c,942.0,16.014,Super Earth,2014,4.66,Earth,2.0,Earth,0.132,0.06570842,0.0,Transit
Kepler-237 b,2146.0,15.689,Super Earth,2014,2.57,Earth,1.41,Earth,0.05,0.012867898,0.0,Transit
Kepler-237 c,2146.0,15.689,Super Earth,2014,4.98,Earth,2.08,Earth,0.071,0.022176592,0.0,Transit
Kepler-238 b,5868.0,15.297,Super Earth,2014,3.64,Earth,1.73,Earth,0.034,0.0057494864,0.0,Transit
Kepler-238 c,5868.0,15.297,Neptune-like,2014,6.3,Earth,0.213,Jupiter,0.069,0.016974675,0.0,Transit
Kepler-238 d,5868.0,15.297,Neptune-like,2014,9.64,Earth,0.274,Jupiter,0.115,0.03613963,0.0,Transit
Kepler-238 e,5868.0,15.297,Neptune-like,2013,0.534,Jupiter,0.5,Jupiter,0.1658,0.06488707,0.0,Transit
Kepler-239 b,2114.0,15.252,Neptune-like,2014,6.04,Earth,0.208,Jupiter,0.095,0.03230664,0.0,Transit
Kepler-240 b,2436.0,15.953,Super Earth,2014,2.45,Earth,1.37,Earth,0.048,0.011225188,0.0,Transit
Kepler-240 c,2436.0,15.953,Super Earth,2014,0.322,Jupiter,2.2,Earth,0.074,0.021902807,0.0,Transit
Kepler-241 b,1670.0,15.708,Neptune-like,2014,6.04,Earth,0.208,Jupiter,0.094,0.034770705,0.0,Transit
Kepler-241 c,1670.0,15.708,Neptune-like,2014,7.13,Earth,0.229,Jupiter,0.189,0.09883641,0.0,Transit
Kepler-242 b,1958.0,15.489,Neptune-like,2014,7.32,Earth,0.233,Jupiter,0.075,0.022450376,0.0,Transit
Kepler-242 c,1958.0,15.489,Super Earth,2014,4.66,Earth,2.0,Earth,0.109,0.039698835,0.0,Transit
Kepler-243 b,2263.0,15.159,Neptune-like,2014,6.57,Earth,0.219,Jupiter,0.062,0.015605749,0.0,Transit
Kepler-243 c,2263.0,15.159,Super Earth,2014,4.62,Earth,1.99,Earth,0.142,0.054757014,0.0,Transit
Kepler-244 b,3381.0,15.747,Neptune-like,2014,8.05,Earth,0.246,Jupiter,0.05,0.011772759,0.0,Transit
Kepler-244 c,3381.0,15.747,Super Earth,2014,4.86,Earth,2.05,Earth,0.087,0.026830938,0.0,Transit
Kepler-244 d,3381.0,15.747,Super Earth,2014,15.2,Earth,0.206,Jupiter,0.14,0.0550308,0.0,Transit
Kepler-245 b,2810.0,15.546,Neptune-like,2014,7.13,Earth,0.229,Jupiter,0.071,0.02053388,0.0,Transit
Kepler-245 c,2810.0,15.546,Super Earth,2014,0.71,Jupiter,2.18,Earth,0.124,0.04791239,0.0,Transit
Kepler-245 e,2810.0,15.546,Super Earth,2016,3.71,Earth,1.75,Earth,0.04,0.008761123,0.0,Transit
Kepler-246 b,2042.0,15.197,Neptune-like,2014,6.08,Earth,0.209,Jupiter,0.052,0.012594113,0.0,Transit
Kepler-246 c,2042.0,15.197,Super Earth,2014,2.86,Earth,1.5,Earth,0.095,0.030663928,0.0,Transit
Kepler-247 b,2165.0,15.199,Super Earth,2014,3.33,Earth,1.64,Earth,0.042,0.009034907,0.0,Transit
Kepler-247 c,2165.0,15.199,Neptune-like,2014,15.7,Earth,0.365,Jupiter,0.084,0.025735795,0.0,Transit
Kepler-247 d,2165.0,15.199,Neptune-like,2014,14.7,Earth,0.352,Jupiter,0.14,0.056125943,0.0,Transit
Kepler-248 b,2410.0,15.506,Neptune-like,2014,9.38,Earth,0.269,Jupiter,0.066,0.017248461,0.0,Transit
Kepler-248 c,2410.0,15.506,Neptune-like,2014,15.6,Earth,0.363,Jupiter,0.123,0.044353183,0.0,Transit
Kepler-249 b,621.0,16.37,Super Earth,2014,1.32,Earth,1.09,Earth,0.035,0.009034907,0.0,Transit
Kepler-249 c,621.0,16.37,Super Earth,2014,2.89,Earth,1.51,Earth,0.058,0.01943874,0.0,Transit
Kepler-249 d,621.0,16.37,Super Earth,2014,3.09,Earth,1.57,Earth,0.097,0.042162903,0.0,Transit
Kepler-24 b,3774.0,15.04,Neptune-like,2011,1.6,Jupiter,0.214,Jupiter,0.08,0.022176592,0.0,Transit
Kepler-24 c,3774.0,15.04,Neptune-like,2011,1.6,Jupiter,0.25,Jupiter,0.106,0.033675566,0.0,Transit
Kepler-24 d,3774.0,15.04,Super Earth,2014,3.43,Earth,1.67,Earth,0.051,0.011498973,0.0,Transit
Kepler-24 e,3774.0,15.04,Neptune-like,2014,8.15,Earth,0.248,Jupiter,0.138,0.052019164,0.0,Transit
Kepler-250 b,2481.0,15.819,Super Earth,2014,1.51,Earth,1.13,Earth,0.048,0.011225188,0.0,Transit
Kepler-250 c,2481.0,15.819,Neptune-like,2014,5.82,Earth,0.203,Jupiter,0.069,0.019712524,0.0,Transit
Kepler-250 d,2481.0,15.819,Neptune-like,2014,5.39,Earth,2.18,Earth,0.127,0.048186176,0.0,Transit
Kepler-251 b,3016.0,15.541,Super Earth,2014,2.33,Earth,1.33,Earth,0.053,0.013141684,0.0,Transit
Kepler-251 c,3016.0,15.541,Neptune-like,2014,8.1,Earth,0.247,Jupiter,0.122,0.04517454,0.0,Transit
Kepler-251 d,3016.0,15.541,Neptune-like,2014,8.1,Earth,0.247,Jupiter,0.182,0.08240931,0.0,Transit
Kepler-252 b,1238.0,15.406,Super Earth,2014,2.04,Earth,1.23,Earth,0.058,0.0183436,0.0,Transit
Kepler-252 c,1238.0,15.406,Neptune-like,2014,5.27,Earth,2.15,Earth,0.08,0.02956879,0.0,Transit
Kepler-253 b,2735.0,15.778,Super Earth,2014,3.29,Earth,1.63,Earth,0.046,0.010403832,0.0,Transit
Kepler-253 c,2735.0,15.778,Neptune-like,2014,7.51,Earth,0.236,Jupiter,0.089,0.028199865,0.0,Transit
Kepler-253 d,2735.0,15.778,Neptune-like,2014,10.2,Earth,0.283,Jupiter,0.13,0.0495551,0.0,Transit
Kepler-254 b,4532.0,16.012,Neptune-like,2014,14.3,Earth,0.345,Jupiter,0.064,0.015879534,0.0,Transit
Kepler-254 c,4532.0,16.012,Neptune-like,2014,3.2,Earth,2.15,Earth,0.105,0.03394935,0.0,Transit
Kepler-254 d,4532.0,16.012,Neptune-like,2014,6.8,Earth,0.223,Jupiter,0.139,0.051197812,0.0,Transit
Kepler-255 b,3433.0,15.699,Super Earth,2014,3.02,Earth,1.55,Earth,0.063,0.015605749,0.0,Transit
Kepler-255 c,3433.0,15.699,Neptune-like,2014,9.22,Earth,0.267,Jupiter,0.092,0.027104722,0.0,Transit
Kepler-255 d,3433.0,15.699,Super Earth,2016,2.3,Earth,1.32,Earth,0.0192,0.0027378509,0.0,Transit
Kepler-256 b,3348.0,15.178,Super Earth,2014,3.15,Earth,1.59,Earth,0.027,0.0043805614,0.0,Transit
Kepler-256 c,3348.0,15.178,Neptune-like,2014,5.27,Earth,2.15,Earth,0.045,0.009308693,0.0,Transit
Kepler-256 d,3348.0,15.178,Neptune-like,2014,6.71,Earth,0.221,Jupiter,0.064,0.015879534,0.0,Transit
Kepler-256 e,3348.0,15.178,Neptune-like,2014,6.12,Earth,0.21,Jupiter,0.096,0.029295003,0.0,Transit
Kepler-257 b,2545.0,15.652,Neptune-like,2014,7.32,Earth,0.233,Jupiter,0.034,0.006570842,0.0,Transit
Kepler-258 b,1879.0,15.49,Neptune-like,2014,15.5,Earth,0.362,Jupiter,0.103,0.03613963,0.0,Transit
Kepler-258 c,1879.0,15.49,Neptune-like,2014,12.7,Earth,0.322,Jupiter,0.193,0.092265576,0.0,Transit
Kepler-259 b,3269.0,15.378,Neptune-like,2014,8.25,Earth,0.25,Jupiter,0.079,0.022176592,0.0,Transit
Kepler-259 c,3269.0,15.378,Neptune-like,2014,7.75,Earth,0.241,Jupiter,0.217,0.1010267,0.0,Transit
Kepler-25 b,793.0,10.769,Neptune-like,2011,8.7,Earth,0.245,Jupiter,0.0685,0.016974675,0.0,Transit
Kepler-260 b,2046.0,14.253,Super Earth,2014,4.7,Earth,2.01,Earth,0.075,0.022450376,0.0,Transit
Kepler-261 b,1036.0,13.738,Neptune-like,2014,5.39,Earth,2.18,Earth,0.088,0.028473647,0.0,Transit
Kepler-261 c,1036.0,13.738,Super Earth,2014,4.66,Earth,2.0,Earth,0.156,0.06735113,0.0,Transit
Kepler-262 b,2000.0,14.478,Super Earth,2014,2.42,Earth,1.36,Earth,0.108,0.035865847,0.0,Transit
Kepler-262 c,2000.0,14.478,Super Earth,2014,3.33,Earth,1.64,Earth,0.152,0.05995893,0.0,Transit
